sample	tp53_mutation_status
CPCT02030343T	0
CPCT02030347T	0
CPCT02030349T	0
CPCT02030350T	0
CPCT02030351T	0
CPCT02030353T	0
CPCT02030354T	0
CPCT02030355T	0
CPCT02030356T	0
CPCT02030357T	0
CPCT02030361T	0
CPCT02030363T	0
CPCT02030364T	0
CPCT02030365T	0
CPCT02030366T	0
CPCT02030367T	0
CPCT02030368T	0
CPCT02030369T	0
CPCT02030370T	0
CPCT02030371T	0
CPCT02030373T	0
CPCT02030374T	0
CPCT02030375T	0
CPCT02030376T	0
CPCT02030377T	0
CPCT02030380T	0
CPCT02030380TII	0
CPCT02030381T	0
CPCT02030382T	0
CPCT02030383T	0
CPCT02030384T	0
CPCT02030385T	0
CPCT02030386T	0
CPCT02030387T	0
CPCT02030392T	0
CPCT02030394T	0
CPCT02030396T	0
CPCT02030397T	0
CPCT02030398T	0
CPCT02030399T	0
CPCT02030400T	0
CPCT02030408T	0
CPCT02030410T	0
CPCT02030414T	0
CPCT02030415T	0
CPCT02030416T	0
CPCT02030417T	0
CPCT02030421T	0
CPCT02030422T	0
CPCT02030425T	0
CPCT02030428T	0
CPCT02030430T	0
CPCT02030431T	0
CPCT02030434T	0
CPCT02030435T	0
CPCT02030437T	0
CPCT02030440T	0
CPCT02030441T	0
CPCT02030442T	0
CPCT02030443T	0
CPCT02030445T	0
CPCT02030447T	0
CPCT02030448T	0
CPCT02030450T	0
CPCT02030451T	0
CPCT02030453T	0
CPCT02030454T	0
CPCT02030455T	0
CPCT02030458T	0
CPCT02030459T	0
CPCT02030459TII	0
CPCT02030461T	0
CPCT02030463T	0
CPCT02030464T	0
CPCT02030465T	0
CPCT02030466T	0
CPCT02030467T	0
CPCT02030468T	0
CPCT02030471T	0
CPCT02030472T	0
CPCT02030476T	0
CPCT02030477T	0
CPCT02030478T	0
CPCT02030479T	0
CPCT02030482T	0
CPCT02030483T	0
CPCT02030484T	0
CPCT02030487T	0
CPCT02030488T	0
CPCT02030490T	0
CPCT02030492T	0
CPCT02030493T	0
CPCT02030495T	0
CPCT02030497T	0
CPCT02030498T	0
CPCT02030499T	0
CPCT02030500T	0
CPCT02030501T	0
CPCT02030502T	0
CPCT02030505T	0
CPCT02030506T	0
CPCT02030507T	0
CPCT02030508T	0
CPCT02030509T	0
CPCT02030510T	0
CPCT02030513T	0
CPCT02030514T	0
CPCT02030516T	0
CPCT02030517T	0
CPCT02030519T	0
CPCT02030520T	0
CPCT02030521T	0
CPCT02030522T	0
CPCT02030528T	0
CPCT02030529T	0
CPCT02030531T	0
CPCT02030532T	0
CPCT02030537T	0
CPCT02030543T	0
CPCT02030545T	0
CPCT02030546T	0
CPCT02030547T	0
CPCT02030548T	0
CPCT02030549T	0
CPCT02030550T	0
CPCT02030551TII	0
CPCT02030552T	0
CPCT02030553T	0
CPCT02030555T	0
CPCT02030556T	0
CPCT02030560T	0
CPCT02030562T	0
CPCT02040004T	0
CPCT02040007T	0
CPCT02040008T	0
CPCT02040011T	0
CPCT02040012T	0
CPCT02040013T	0
CPCT02040014T	0
CPCT02040017T	0
CPCT02040018T	0
CPCT02040020T	0
CPCT02040021T	0
CPCT02040021TII	0
CPCT02040027T	0
CPCT02040031T	0
CPCT02040035T	0
CPCT02040036T	0
CPCT02040037T	0
CPCT02040038T	0
CPCT02040039T	0
CPCT02040040T	0
CPCT02040043T	0
CPCT02040045T	0
CPCT02040046T	0
CPCT02040047T	0
CPCT02040048T	0
CPCT02040050T	0
CPCT02040051T	0
CPCT02040054T	0
CPCT02040055T	0
CPCT02040058T	0
CPCT02040062T	0
CPCT02040063T	0
CPCT02040064T	0
CPCT02040067T	0
CPCT02040068T	0
CPCT02040069T	0
CPCT02040070T	0
CPCT02040071T	0
CPCT02040071TII	0
CPCT02040072T	0
CPCT02040075T	0
CPCT02040077T	0
CPCT02040078T	0
CPCT02040083T	0
CPCT02040086T	0
CPCT02040089T	0
CPCT02040091T	0
CPCT02040092T	0
CPCT02040093T	0
CPCT02040095T	0
CPCT02040097T	0
CPCT02040100T	0
CPCT02040102T	0
CPCT02040104T	0
CPCT02040105T	0
CPCT02040106T	0
CPCT02040107T	0
CPCT02040108T	0
CPCT02040113T	0
CPCT02040114T	0
CPCT02040115T	0
CPCT02040115TII	0
CPCT02040117T	0
CPCT02040119T	0
CPCT02040121T	0
CPCT02040122T	0
CPCT02040123T	0
CPCT02040127T	0
CPCT02040134T	0
CPCT02040136T	0
CPCT02040138T	0
CPCT02040140T	0
CPCT02040141T	0
CPCT02040142T	0
CPCT02040143T	0
CPCT02040144T	0
CPCT02040145T	0
CPCT02040148T	0
CPCT02040149T	0
CPCT02040151T	0
CPCT02040152T	0
CPCT02040154T	0
CPCT02040156T	0
CPCT02040157T	0
CPCT02040160T	0
CPCT02040164T	0
CPCT02040165T	0
CPCT02040169T	0
CPCT02040170T	0
CPCT02040172T	0
CPCT02040173T	0
CPCT02040174T	0
CPCT02040181T	0
CPCT02040183T	0
CPCT02040186T	0
CPCT02040188T	0
CPCT02040191T	0
CPCT02040192T	0
CPCT02040194T	0
CPCT02040196T	0
CPCT02040198T	0
CPCT02040201T	0
CPCT02040202T	0
CPCT02040204T	0
CPCT02040205T	0
CPCT02040207T	0
CPCT02040208T	0
CPCT02040213T	0
CPCT02040214T	0
CPCT02040215T	0
CPCT02040215TII	0
CPCT02040216T	0
CPCT02040219T	0
CPCT02040220T	0
CPCT02040221T	0
CPCT02040223T	0
CPCT02040224T	0
CPCT02040225T	0
CPCT02040226T	0
CPCT02040228T	0
CPCT02040230T	0
CPCT02040234T	0
CPCT02040235T	0
CPCT02040241T	0
CPCT02040242T	0
CPCT02040245T	0
CPCT02040246T	0
CPCT02040248T	0
CPCT02040249T	0
CPCT02040250T	0
CPCT02040251T	0
CPCT02040254T	0
CPCT02040255T	0
CPCT02040257T	0
CPCT02040258T	0
CPCT02040264T	0
CPCT02040266T	0
CPCT02040267T	0
CPCT02040269T	0
CPCT02040271T	0
CPCT02040273T	0
CPCT02040278T	0
CPCT02040280T	0
CPCT02040280TII	0
CPCT02040282T	0
CPCT02040283T	0
CPCT02040286T	0
CPCT02040290T	0
CPCT02040291T	0
CPCT02040292T	0
CPCT02040294T	0
CPCT02040295T	0
CPCT02040298T	0
CPCT02040299T	0
CPCT02040299TII	0
CPCT02040301T	0
CPCT02040302T	0
CPCT02040305T	0
CPCT02040306T	0
CPCT02040307T	0
CPCT02040309T	0
CPCT02040312T	0
CPCT02040313T	0
CPCT02040315T	0
CPCT02040316T	0
CPCT02040317T	0
CPCT02040320T	0
CPCT02040321T	0
CPCT02040323T	0
CPCT02040325T	0
CPCT02040329T	0
CPCT02040330T	0
CPCT02040331T	0
CPCT02040332T	0
CPCT02040334T	0
CPCT02040337T	0
CPCT02040338T	0
CPCT02040340T	0
CPCT02040341T	0
CPCT02040342T	0
CPCT02040343T	0
CPCT02040349T	0
CPCT02040351T	0
CPCT02040353T	0
CPCT02050004T	0
CPCT02050007T	0
CPCT02050011T	0
CPCT02050013T	0
CPCT02050014T	0
CPCT02050019T	0
CPCT02050021T	0
CPCT02050022T	0
CPCT02050024T	0
CPCT02050026T	0
CPCT02050027T	0
CPCT02050028T	0
CPCT02050029T	0
CPCT02050031T	0
CPCT02050032T	0
CPCT02050034T	0
CPCT02050035T	0
CPCT02050037T	0
CPCT02050038T	0
CPCT02050039T	0
CPCT02050040T	0
CPCT02050041T	0
CPCT02050043T	0
CPCT02050045T	0
CPCT02050046T	0
CPCT02050047T	0
CPCT02050048T	0
CPCT02050049T	0
CPCT02050051T	0
CPCT02050052T	0
CPCT02050052TII	0
CPCT02050053T	0
CPCT02050055T	0
CPCT02050055TII	0
CPCT02050056T	0
CPCT02050057T	0
CPCT02050058T	0
CPCT02050060T	0
CPCT02050061T	0
CPCT02050063T	0
CPCT02050068T	0
CPCT02050070T	0
CPCT02050071T	0
CPCT02050073T	0
CPCT02050073TII	0
CPCT02050074T	0
CPCT02050075T	0
CPCT02050076TII	0
CPCT02050077T	0
CPCT02050079T	0
CPCT02050079TII	0
CPCT02050082T	0
CPCT02050085T	0
CPCT02050086T	0
CPCT02050087T	0
CPCT02050088T	0
CPCT02050089T	0
CPCT02050091T	0
CPCT02050092T	0
CPCT02050093T	0
CPCT02050095T	0
CPCT02050096T	0
CPCT02050097T	0
CPCT02050100T	0
CPCT02050103T	0
CPCT02050104T	0
CPCT02050105T	0
CPCT02050106T	0
CPCT02050107T	0
CPCT02050108T	0
CPCT02050109T	0
CPCT02050110T	0
CPCT02050113T	0
CPCT02050114T	0
CPCT02050115T	0
CPCT02050117T	0
CPCT02050118T	0
CPCT02050120T	0
CPCT02050124T	0
CPCT02050127T	0
CPCT02050128T	0
CPCT02050133T	0
CPCT02050135T	0
CPCT02050136T	0
CPCT02050138T	0
CPCT02050139T	0
CPCT02050141T	0
CPCT02050142T	0
CPCT02050143T	0
CPCT02050144T	0
CPCT02050146T	0
CPCT02050147T	0
CPCT02050148T	0
CPCT02050149T	0
CPCT02050151T	0
CPCT02050156T	0
CPCT02050157T	0
CPCT02050158T	0
CPCT02050159T	0
CPCT02050160T	0
CPCT02050161T	0
CPCT02050163T	0
CPCT02050164T	0
CPCT02050166T	0
CPCT02050167T	0
CPCT02050168T	0
CPCT02050170T	0
CPCT02050172T	0
CPCT02050174T	0
CPCT02050175T	0
CPCT02050176T	0
CPCT02050179T	0
CPCT02050181T	0
CPCT02050182T	0
CPCT02050183T	0
CPCT02050184T	0
CPCT02050186T	0
CPCT02050187T	0
CPCT02050192T	0
CPCT02050193T	0
CPCT02050194T	0
CPCT02050195T	0
CPCT02050199T	0
CPCT02050202T	0
CPCT02050203T	0
CPCT02050209T	0
CPCT02050210T	0
CPCT02050211T	0
CPCT02050212T	0
CPCT02050213T	0
CPCT02050214T	0
CPCT02050215T	0
CPCT02050216T	0
CPCT02050217T	0
CPCT02050218T	0
CPCT02050220T	0
CPCT02050223T	0
CPCT02050224T	0
CPCT02050225T	0
CPCT02050225TII	0
CPCT02050227T	0
CPCT02050229T	0
CPCT02050232T	0
CPCT02050233T	0
CPCT02050234T	0
CPCT02050235T	0
CPCT02050236T	0
CPCT02050238T	0
CPCT02050239T	0
CPCT02050240T	0
CPCT02050241T	0
CPCT02050243T	0
CPCT02050244T	0
CPCT02050245T	0
CPCT02050246T	0
CPCT02050249T	0
CPCT02050250T	0
CPCT02050251T	0
CPCT02050252T	0
CPCT02050254T	0
CPCT02050256T	0
CPCT02050258T	0
CPCT02050259T	0
CPCT02050260T	0
CPCT02050261T	0
CPCT02050263T	0
CPCT02050264T	0
CPCT02050268T	0
CPCT02050269T	0
CPCT02050276T	0
CPCT02050276TII	0
CPCT02050278T	0
CPCT02050279T	0
CPCT02050280T	0
CPCT02050281T	0
CPCT02050282T	0
CPCT02050283T	0
CPCT02050285T	0
CPCT02050286T	0
CPCT02050287T	0
CPCT02050288T	0
CPCT02050289T	0
CPCT02050291T	0
CPCT02050292T	0
CPCT02050294T	0
CPCT02050295T	0
CPCT02050296T	0
CPCT02050297T	0
CPCT02050299T	0
CPCT02050300T	0
CPCT02050301T	0
CPCT02050304T	0
CPCT02050307T	0
CPCT02050308T	0
CPCT02050309T	0
CPCT02050310T	0
CPCT02050312T	0
CPCT02050314T	0
CPCT02050315T	0
CPCT02050317T	0
CPCT02050319T	0
CPCT02050321T	0
CPCT02050322T	0
CPCT02050325T	0
CPCT02050327T	0
CPCT02050329T	0
CPCT02050330T	0
CPCT02050331T	0
CPCT02050332T	0
CPCT02050333T	0
CPCT02050335T	0
CPCT02050337T	0
CPCT02050338T	0
CPCT02050339T	0
CPCT02050341T	0
CPCT02050342T	0
CPCT02050342TII	0
CPCT02050343T	0
CPCT02050344T	0
CPCT02050346T	0
CPCT02050347T	0
CPCT02050348T	0
CPCT02050349T	0
CPCT02050351T	0
CPCT02050351TII	0
CPCT02050352T	0
CPCT02050354T	0
CPCT02050355T	0
CPCT02050356T	0
CPCT02050357T	0
CPCT02050358T	0
CPCT02050359T	0
CPCT02050360T	0
CPCT02050362T	0
CPCT02050363T	0
CPCT02050364T	0
CPCT02050365T	0
CPCT02050367T	0
CPCT02050370T	0
CPCT02050371T	0
CPCT02050373T	0
CPCT02050375T	0
CPCT02050376T	0
CPCT02050380T	0
CPCT02050383T	0
CPCT02050384T	0
CPCT02050385T	0
CPCT02050386T	0
CPCT02050387T	0
CPCT02050389T	0
CPCT02050390T	0
CPCT02050391T	0
CPCT02050392T	0
CPCT02050395T	0
CPCT02050396T	0
CPCT02050397T	0
CPCT02050398T	0
CPCT02050399T	0
CPCT02050402T	0
CPCT02050403T	0
CPCT02050404T	0
CPCT02050405T	0
CPCT02050407T	0
CPCT02050409T	0
CPCT02050411T	0
CPCT02050412T	0
CPCT02050414T	0
CPCT02050415T	0
CPCT02050418T	0
CPCT02050421T	0
CPCT02050424T	0
CPCT02050427T	0
CPCT02050431T	0
CPCT02050432T	0
CPCT02050434T	0
CPCT02050436T	0
CPCT02050437T	0
CPCT02050438T	0
CPCT02050439T	0
CPCT02050440T	0
CPCT02050441T	0
CPCT02050442T	0
CPCT02050443T	0
CPCT02050445T	0
CPCT02050447T	0
CPCT02050450T	0
CPCT02050451T	0
CPCT02050453T	0
CPCT02050454T	0
CPCT02050462T	0
CPCT02060006T	0
CPCT02060010T	0
CPCT02060011T	0
CPCT02060013T	0
CPCT02060015T	0
CPCT02060017T	0
CPCT02060018T	0
CPCT02060022T	0
CPCT02060023T	0
CPCT02060029T	0
CPCT02060033T	0
CPCT02060033TII	0
CPCT02060034T	0
CPCT02060035T	0
CPCT02060037T	0
CPCT02060039T	0
CPCT02060041T	0
CPCT02060042T	0
CPCT02060043T	0
CPCT02060044T	0
CPCT02060045T	0
CPCT02060046T	0
CPCT02060049T	0
CPCT02060050T	0
CPCT02060051T	0
CPCT02060053T	0
CPCT02060054T	0
CPCT02060056T	0
CPCT02060058T	0
CPCT02060059T	0
CPCT02060061T	0
CPCT02060063T	0
CPCT02060066T	0
CPCT02060067T	0
CPCT02060070T	0
CPCT02060071T	0
CPCT02060072T	0
CPCT02060073T	0
CPCT02060075T	0
CPCT02060077T	0
CPCT02060081T	0
CPCT02060082T	0
CPCT02060086T	0
CPCT02060088T	0
CPCT02060089T	0
CPCT02060092T	0
CPCT02060093T	0
CPCT02060094T	0
CPCT02060096T	0
CPCT02060103T	0
CPCT02060104T	0
CPCT02060105T	0
CPCT02060107T	0
CPCT02060108T	0
CPCT02060110T	0
CPCT02060111T	0
CPCT02060112T	0
CPCT02060114T	0
CPCT02060116T	0
CPCT02060117T	0
CPCT02060118T	0
CPCT02060119T	0
CPCT02060120T	0
CPCT02060121T	0
CPCT02060125T	0
CPCT02060126T	0
CPCT02060127T	0
CPCT02060128T	0
CPCT02060129T	0
CPCT02060130T	0
CPCT02060133T	0
CPCT02060135T	0
CPCT02060136T	0
CPCT02060137T	0
CPCT02060138T	0
CPCT02060140T	0
CPCT02060142T	0
CPCT02060143T	0
CPCT02060146T	0
CPCT02060147T	0
CPCT02060149T	0
CPCT02060150T	0
CPCT02060155T	0
CPCT02060156T	0
CPCT02060160T	0
CPCT02060161T	0
CPCT02060163T	0
CPCT02060166T	0
CPCT02060167T	0
CPCT02060168T	0
CPCT02060179T	0
CPCT02060181T	0
CPCT02060182T	0
CPCT02060183T	0
CPCT02060191T	0
CPCT02060192T	0
CPCT02060196T	0
CPCT02060197T	0
CPCT02060199T	0
CPCT02060200T	0
CPCT02060201T	0
CPCT02060206T	0
CPCT02060210T	0
CPCT02060211T	0
CPCT02060213T	0
CPCT02060214T	0
CPCT02060220T	0
CPCT02060221T	0
CPCT02060222T	0
CPCT02060224T	0
CPCT02060225T	0
CPCT02060226T	0
CPCT02060228T	0
CPCT02060230T	0
CPCT02060231T	0
CPCT02060235T	0
CPCT02060236T	0
CPCT02060237T	0
CPCT02060239T	0
CPCT02060240T	0
CPCT02060241T	0
CPCT02060242T	0
CPCT02060245T	0
CPCT02060246T	0
CPCT02060247T	0
CPCT02060248T	0
CPCT02060249T	0
CPCT02060251T	0
CPCT02060253T	0
CPCT02060254T	0
CPCT02060255T	0
CPCT02060256T	0
CPCT02060257T	0
CPCT02060258T	0
CPCT02060259T	0
CPCT02060261T	0
CPCT02060264T	0
CPCT02060265T	0
CPCT02060268T	0
CPCT02060269T	0
CPCT02060272T	0
CPCT02060274T	0
CPCT02060275T	0
CPCT02060276T	0
CPCT02060277T	0
CPCT02060278T	0
CPCT02060279T	0
CPCT02060282T	0
CPCT02060285T	0
CPCT02060286T	0
CPCT02060288T	0
CPCT02060289T	0
CPCT02060290T	0
CPCT02060291T	0
CPCT02060292T	0
CPCT02060294T	0
CPCT02070001T	0
CPCT02070007T	0
CPCT02070008T	0
CPCT02070009T	0
CPCT02070010T	0
CPCT02070011T	0
CPCT02070013T	0
CPCT02070015T	0
CPCT02070018T	0
CPCT02070020T	0
CPCT02070021T	0
CPCT02070023T	0
CPCT02070023TII	0
CPCT02070024T	0
CPCT02070025T	0
CPCT02070027T	0
CPCT02070029T	0
CPCT02070030T	0
CPCT02070032T	0
CPCT02070033T	0
CPCT02070034T	0
CPCT02070035T	0
CPCT02070036T	0
CPCT02070037T	0
CPCT02070038T	0
CPCT02070039T	0
CPCT02070040T	0
CPCT02070041T	0
CPCT02070043T	0
CPCT02070044T	0
CPCT02070046T	0
CPCT02070049T	0
CPCT02070050T	0
CPCT02070051T	0
CPCT02070052T	0
CPCT02070053T	0
CPCT02070055T	0
CPCT02070055TII	0
CPCT02070057T	0
CPCT02070058T	0
CPCT02070060T	0
CPCT02070064T	0
CPCT02070064TII	0
CPCT02070064TIII	0
CPCT02070065T	0
CPCT02070066T	0
CPCT02070068T	0
CPCT02070069T	0
CPCT02070069TII	0
CPCT02070070T	0
CPCT02070074T	0
CPCT02070075T	0
CPCT02070078T	0
CPCT02070080T	0
CPCT02070082T	0
CPCT02070085TII	0
CPCT02070086T	0
CPCT02070087T	0
CPCT02070091T	0
CPCT02070092T	0
CPCT02070094T	0
CPCT02070095T	0
CPCT02070096T	0
CPCT02070098T	0
CPCT02070099T	0
CPCT02070100T	0
CPCT02070101T	0
CPCT02070102T	0
CPCT02070105T	0
CPCT02070106T	0
CPCT02070107T	0
CPCT02070107TII	0
CPCT02070108T	0
CPCT02070110T	0
CPCT02070111T	0
CPCT02070117T	0
CPCT02070120T	0
CPCT02070122T	0
CPCT02070125T	0
CPCT02070127T	0
CPCT02070128T	0
CPCT02070130T	0
CPCT02070130TII	0
CPCT02070131T	0
CPCT02070132T	0
CPCT02070133T	0
CPCT02070134T	0
CPCT02070135T	0
CPCT02070139T	0
CPCT02070140T	0
CPCT02070141T	0
CPCT02070142T	0
CPCT02070143T	0
CPCT02070144T	0
CPCT02070145T	0
CPCT02070147TII	0
CPCT02070148T	0
CPCT02070149T	0
CPCT02070151T	0
CPCT02070153T	0
CPCT02070154T	0
CPCT02070154TII	0
CPCT02070156T	0
CPCT02070158T	0
CPCT02070159T	0
CPCT02070161T	0
CPCT02070162T	0
CPCT02070164T	0
CPCT02070167T	0
CPCT02070168T	0
CPCT02070169T	0
CPCT02070171T	0
CPCT02070172T	0
CPCT02070174T	0
CPCT02070174TII	0
CPCT02070176T	0
CPCT02070177T	0
CPCT02070181T	0
CPCT02070185T	0
CPCT02070187T	0
CPCT02070188T	0
CPCT02070190T	0
CPCT02070192T	0
CPCT02070193T	0
CPCT02070194T	0
CPCT02070195T	0
CPCT02070196T	0
CPCT02070198T	0
CPCT02070200T	0
CPCT02070202T	0
CPCT02070204T	0
CPCT02070206T	0
CPCT02070208T	0
CPCT02070210T	0
CPCT02070211T	0
CPCT02070217T	0
CPCT02070218T	0
CPCT02070220T	0
CPCT02070222T	0
CPCT02070223T	0
CPCT02070225T	0
CPCT02070229T	0
CPCT02070230T	0
CPCT02070231T	0
CPCT02070232T	0
CPCT02070233T	0
CPCT02070234T	0
CPCT02070235T	0
CPCT02070236T	0
CPCT02070237T	0
CPCT02070239T	0
CPCT02070241T	0
CPCT02070243T	0
CPCT02070244T	0
CPCT02070245T	0
CPCT02070247T	0
CPCT02070249T	0
CPCT02070250T	0
CPCT02070252T	0
CPCT02070253T	0
CPCT02070256T	0
CPCT02070257T	0
CPCT02070262T	0
CPCT02070263T	0
CPCT02070264T	0
CPCT02070265T	0
CPCT02070266T	0
CPCT02070268T	0
CPCT02070269T	0
CPCT02070270T	0
CPCT02070271T	0
CPCT02070272T	0
CPCT02070273T	0
CPCT02070274T	0
CPCT02070275T	0
CPCT02070276T	0
CPCT02070278T	0
CPCT02070280T	0
CPCT02070282T	0
CPCT02070289T	0
CPCT02070290T	0
CPCT02070292T	0
CPCT02070293T	0
CPCT02070294T	0
CPCT02070295T	0
CPCT02070298T	0
CPCT02070299T	0
CPCT02070300T	0
CPCT02070301T	0
CPCT02070304T	0
CPCT02070306T	0
CPCT02070307T	0
CPCT02070307TII	0
CPCT02070309T	0
CPCT02070310T	0
CPCT02070311T	0
CPCT02070312T	0
CPCT02070313T	0
CPCT02070315T	0
CPCT02070317T	0
CPCT02070318T	0
CPCT02070319T	0
CPCT02070320T	0
CPCT02070322T	0
CPCT02070323T	0
CPCT02070324T	0
CPCT02070331T	0
CPCT02070335T	0
CPCT02070336T	0
CPCT02070337T	0
CPCT02070338T	0
CPCT02070339T	0
CPCT02070341T	0
CPCT02070342T	0
CPCT02070344T	0
CPCT02070345T	0
CPCT02070347T	0
CPCT02070348T	0
CPCT02070349T	0
CPCT02070350T	0
CPCT02070351T	0
CPCT02070352T	0
CPCT02070353T	0
CPCT02070355T	0
CPCT02070357T	0
CPCT02070358T	0
CPCT02070359T	0
CPCT02070360T	0
CPCT02070361T	0
CPCT02070362T	0
CPCT02070363T	0
CPCT02070364T	0
CPCT02070365T	0
CPCT02070366T	0
CPCT02070367T	0
CPCT02070368T	0
CPCT02070370T	0
CPCT02070371T	0
CPCT02070372T	0
CPCT02070373T	0
CPCT02070378T	0
CPCT02070379T	0
CPCT02070380T	0
CPCT02070381T	0
CPCT02070383T	0
CPCT02070384T	0
CPCT02070386T	0
CPCT02070388T	0
CPCT02070389T	0
CPCT02070391T	0
CPCT02070392T	0
CPCT02070393T	0
CPCT02070394T	0
CPCT02070395T	0
CPCT02070396T	0
CPCT02070397T	0
CPCT02070398T	0
CPCT02070399T	0
CPCT02070401T	0
CPCT02070402T	0
CPCT02070403T	0
CPCT02070404T	0
CPCT02070405T	0
CPCT02070406T	0
CPCT02070409T	0
CPCT02070410T	0
CPCT02070415T	0
CPCT02070416T	0
CPCT02070418T	0
CPCT02070420T	0
CPCT02070422T	0
CPCT02070424T	0
CPCT02070425T	0
CPCT02070426T	0
CPCT02070430T	0
CPCT02070433T	0
CPCT02070434T	0
CPCT02070441T	0
CPCT02070443T	0
CPCT02070444T	0
CPCT02070444TII	0
CPCT02070445T	0
CPCT02070446T	0
CPCT02070447T	0
CPCT02070449T	0
CPCT02070450T	0
CPCT02070452T	0
CPCT02070454T	0
CPCT02070459T	0
CPCT02070463T	0
CPCT02070465T	0
CPCT02070466T	0
CPCT02070466TII	0
CPCT02070468T	0
CPCT02070470T	0
CPCT02070472T	0
CPCT02070473T	0
CPCT02070474T	0
CPCT02070478T	0
CPCT02070480T	0
CPCT02070482T	0
CPCT02070483T	0
CPCT02070484T	0
CPCT02070485T	0
CPCT02070486T	0
CPCT02070487T	0
CPCT02070490T	0
CPCT02070491T	0
CPCT02080001T	0
CPCT02080001TII	0
CPCT02080002T	0
CPCT02080005T	0
CPCT02080005TII	0
CPCT02080006T	0
CPCT02080014T	0
CPCT02080014TII	0
CPCT02080016T	0
CPCT02080019T	0
CPCT02080022T	0
CPCT02080024T	0
CPCT02080025T	0
CPCT02080027T	0
CPCT02080029T	0
CPCT02080029TII	0
CPCT02080030T	0
CPCT02080031T	0
CPCT02080033T	0
CPCT02080036T	0
CPCT02080039T	0
CPCT02080040T	0
CPCT02080041T	0
CPCT02080042T	0
CPCT02080045T	0
CPCT02080047T	0
CPCT02080048T	0
CPCT02080049T	0
CPCT02080050T	0
CPCT02080052T	0
CPCT02080053T	0
CPCT02080054T	0
CPCT02080055T	0
CPCT02080056T	0
CPCT02080057T	0
CPCT02080060T	0
CPCT02080062T	0
CPCT02080063T	0
CPCT02080064T	0
CPCT02080066T	0
CPCT02080067T	0
CPCT02080069T	0
CPCT02080070T	0
CPCT02080070TII	0
CPCT02080071T	0
CPCT02080072T	0
CPCT02080073T	0
CPCT02080075T	0
CPCT02080076T	0
CPCT02080077T	0
CPCT02080078T	0
CPCT02080078TII	0
CPCT02080079T	0
CPCT02080080T	0
CPCT02080084T	0
CPCT02080086T	0
CPCT02080088T	0
CPCT02080089T	0
CPCT02080091T	0
CPCT02080092T	0
CPCT02080093T	0
CPCT02080095T	0
CPCT02080099T	0
CPCT02080100T	0
CPCT02080101T	0
CPCT02080102T	0
CPCT02080103T	0
CPCT02080105T	0
CPCT02080106T	0
CPCT02080107T	0
CPCT02080110T	0
CPCT02080111T	0
CPCT02080112T	0
CPCT02080113T	0
CPCT02080114T	0
CPCT02080116T	0
CPCT02080118T	0
CPCT02080119T	0
CPCT02080120T	0
CPCT02080122T	0
CPCT02080123T	0
CPCT02080125T	0
CPCT02080126T	0
CPCT02080127T	0
CPCT02080128T	0
CPCT02080130T	0
CPCT02080131T	0
CPCT02080135T	0
CPCT02080136T	0
CPCT02080137T	0
CPCT02080138T	0
CPCT02080139T	0
CPCT02080141T	0
CPCT02080143T	0
CPCT02080152T	0
CPCT02080153T	0
CPCT02080156T	0
CPCT02080157T	0
CPCT02080158T	0
CPCT02080160T	0
CPCT02080162T	0
CPCT02080163T	0
CPCT02080164T	0
CPCT02080168T	0
CPCT02080169T	0
CPCT02080170T	0
CPCT02080173T	0
CPCT02080174T	0
CPCT02080179T	0
CPCT02080180T	0
CPCT02080181T	0
CPCT02080181TII	0
CPCT02080183T	0
CPCT02080184T	0
CPCT02080185T	0
CPCT02080186T	0
CPCT02080188T	0
CPCT02080191T	0
CPCT02080192T	0
CPCT02080193T	0
CPCT02080196T	0
CPCT02080197T	0
CPCT02080198T	0
CPCT02080200T	0
CPCT02080204T	0
CPCT02080205T	0
CPCT02080206T	0
CPCT02080207T	0
CPCT02080208T	0
CPCT02080215T	0
CPCT02080216T	0
CPCT02080218T	0
CPCT02080220T	0
CPCT02080221T	0
CPCT02080223T	0
CPCT02080224T	0
CPCT02080225T	0
CPCT02080226T	0
CPCT02080227T	0
CPCT02080228T	0
CPCT02080229T	0
CPCT02080230T	0
CPCT02080232T	0
CPCT02080234T	0
CPCT02080236T	0
CPCT02080238T	0
CPCT02080239T	0
CPCT02080240T	0
CPCT02080242T	0
CPCT02080243T	0
CPCT02080244T	0
CPCT02080247T	0
CPCT02080248T	0
CPCT02080250T	0
CPCT02080251T	0
CPCT02080253T	0
CPCT02080254T	0
CPCT02080255T	0
CPCT02080256T	0
CPCT02080257T	0
CPCT02080259T	0
CPCT02080261T	0
CPCT02080263T	0
CPCT02080266T	0
CPCT02080266TII	0
CPCT02080269T	0
CPCT02080270T	0
CPCT02080271T	0
CPCT02080273T	0
CPCT02080275T	0
CPCT02080280T	0
CPCT02080281T	0
CPCT02080282T	0
CPCT02080283T	0
CPCT02080284T	0
CPCT02080285T	0
CPCT02080286T	0
CPCT02080287T	0
CPCT02080288T	0
CPCT02080290T	0
CPCT02080291T	0
CPCT02080292T	0
CPCT02080294T	0
CPCT02080295T	0
CPCT02080296T	0
CPCT02080297T	0
CPCT02080300T	0
CPCT02080302T	0
CPCT02080303T	0
CPCT02080304T	0
CPCT02080307T	0
CPCT02080308T	0
CPCT02080311T	0
CPCT02080312T	0
CPCT02080313T	0
CPCT02080314T	0
CPCT02080315T	0
